the_geom,OBJECTID,WARD,PARCEL,PID_LONG,WPD,BATCH,OBJECTID_1,PID,CM_ID,OWNER,ST_NUM,ST_NAME,ST_NAM_SUF,UNIT_NUM,ZIPCODE,FULL_ADDRE,LU,PTYPE,LOTSIZE,MAIL_ADDRE,MAIL_CS,MAIL_ZIP,OWN_OCC,GROSS_AREA,BLDG_AREA,AV_TOTAL,AV_LAND,AV_BLDG,GROSS_TAX,GROSS_TAX_,NUM_FLOORS
"MULTIPOLYGON (((-71.09161471609602 42.33046853379395, -71.09161019035975 42.330244509705516, -71.0918165596741 42.330250767677285, -71.0920241055287 42.33025052026643, -71.09202148754945 42.330472910716104, -71.09161471609602 42.33046853379395)))",73862,9,3338,0903338000,09-05-180,0,69662,0903338000,,CITY OF BOSTON,209 219,ROXBURY,ST,,02119,209 219 ROXBURY ST,E,902,8375,ONE CITY HALL PL,BOSTON MA,02201,N,0,0,58700,58700,0,0,0,1
"MULTIPOLYGON (((-71.09328479043485 42.320817042462345, -71.09338565744198 42.32073983337594, -71.09366199051219 42.3209043406921, -71.09358341703818 42.32098515088022, -71.09328479043485 42.320817042462345)))",73881,11,913,1100913000,11-02-050,0,74647,1100913000,,CITY OF BOSTON,2849,WASHINGTON,ST,,02119,2849 WASHINGTON ST,E,902,3502,50 WASHBURN AV,CAMBRIDGE MA,02140,N,4360,2380,242500,81100,161400,0,0,1
"MULTIPOLYGON (((-71.16060653318868 42.26283440479982, -71.1604315963187 42.26280341116926, -71.16044285646431 42.2627538003704, -71.16059121389053 42.262773524990784, -71.16060393432632 42.26282230362361, -71.16060653318868 42.26283440479982)))",73896,20,11166,2011166000,20-15-110,0,145752,2011166000,,CITY OF BOSTON,,PINE,RD,,02132,PINE RD,E,902,948,PINE RD,WEST ROXBURY MA,02132,N,0,0,1900,1900,0,0,0,0
"MULTIPOLYGON (((-71.0770748934957 42.28576413044952, -71.07704667621209 42.28566199117711, -71.07739893567394 42.28559636378924, -71.07743251440708 42.285697508027596, -71.0770748934957 42.28576413044952)))",73924,17,1795,1701795000,17-08-035,0,104508,1701795000,,CITY OF BOSTON BY FCL,54,EDSON,ST,,02124,54 EDSON ST,E,902,3890,54 EDSON ST,DORCHESTER MA,02124,N,0,0,19000,19000,0,0,0,0
"MULTIPOLYGON (((-71.16121481829025 42.26409808548603, -71.16098811281745 42.264075304263976, -71.16101333481683 42.26396678246688, -71.16124228722403 42.263990766973514, -71.16121481829025 42.26409808548603)))",73926,20,11095,2011095000,20-15-090,0,145684,2011095000,,CITY OF BOSTON FCL,,WALNUT,RD,,02132,WALNUT RD,E,902,2450,WALNUT RD,WEST ROXBURY MA,02132,N,0,0,11700,11700,0,0,0,0
"MULTIPOLYGON (((-71.08570080078917 42.3167105688989, -71.08586952592815 42.31637314141598, -71.08553365696281 42.316282246404405, -71.08558791444531 42.31617384872326, -71.08558350001944 42.316064664386666, -71.08640672990326 42.31629394811609, -71.08633643872247 42.31643629727638, -71.08626626470178 42.31657841323352, -71.08585682819529 42.31645943297197, -71.08572419042056 42.31671793094798, -71.08572016029825 42.3167166200585, -71.08570902250308 42.31671299710974, -71.08570080078917 42.3167105688989)))",74185,12,1973-10,1201973010,12-02-075,0,80312,1201973010,,CITY OF BOSTON PARKS,,DECKARD,ST,,02121,DECKARD ST,E,902,22564,DECARD  ST,DORCHESTER  MA,02121,N,0,0,338500,338500,0,0,0,0
"MULTIPOLYGON (((-71.1603931141312 42.262756570917084, -71.16026252400029 42.26273940125594, -71.16014541270752 42.26265839674855, -71.16021857614875 42.26259473796904, -71.16027662227386 42.26254422029843, -71.16044078150449 42.26256218293297, -71.1603931141312 42.262756570917084)))",74210,20,11144,2011144000,20-15-105,0,145730,2011144000,,CITY OF BOSTON,,PINE,RD,,02132,PINE RD,E,902,4098,PINE RD,WEST ROXBURY MA,02132,N,0,0,20600,20600,0,0,0,0
"MULTIPOLYGON (((-71.15766091895095 42.26120619050397, -71.15770628874209 42.2611137450593, -71.15783400692978 42.2611584350602, -71.15782169793573 42.2611682184224, -71.1578412757314 42.261237523466534, -71.15766978395716 42.26125908200335, -71.1576636996546 42.26122276509833, -71.15766091895095 42.26120619050397)))",74211,20,11577,2011577000,20-15-215,0,146180,2011577000,,CITY OF BOSTON BY FCL,72,OVERLOOK,RD,,02132,72 OVERLOOK RD,E,902,1878,23 WOODBRIER RD,WEST ROXBURY MA,02132,N,0,0,1900,1900,0,0,0,0
"MULTIPOLYGON (((-71.16012955059396 42.26320707694391, -71.15989443502524 42.2631061242382, -71.16000168877795 42.2629594386271, -71.16018094829035 42.263033830193564, -71.16014756132411 42.26314635894776, -71.16012955059396 42.26320707694391)))",74212,20,11134,2011134000,20-15-105,0,145720,2011134000,,CITY OF BOSTON,,OAK,RD,,02132,OAK RD,E,902,3783,OAK RD,WEST ROXBURY MA,02132,N,0,0,18800,18800,0,0,0,0
"MULTIPOLYGON (((-71.15814688850598 42.26213926943147, -71.15815282356857 42.26208131734093, -71.158396766352 42.26209585441002, -71.15839128132627 42.26215053948065, -71.15814688850598 42.26213926943147)))",74213,20,11455,2011455000,20-15-220,0,146073,2011455000,,CITY OF BOSTON BY FCL,,HIGH,RD,,02132,HIGH RD,E,902,1264,HIGH ST,WEST ROXBURY MA,02132,N,0,0,6400,6400,0,0,0,0
"MULTIPOLYGON (((-71.1600709555576 42.26286470782885, -71.16007383868717 42.26286029554666, -71.16007650426687 42.262855800428206, -71.16007895218173 42.26285124389929, -71.16008118618075 42.26284663229353, -71.16008318408652 42.262841956764085, -71.16008496803514 42.26283723388516, -71.16008650826441 42.262832458299926, -71.16008812974147 42.26282628849758, -71.16023901594313 42.26283811515073, -71.16021663354654 42.2629135839167, -71.1600709555576 42.26286470782885)))",74309,20,11136,2011136000,20-15-105,0,145722,2011136000,,CITY OF BOSTON,,OAK,RD,,02132,OAK RD,E,902,787,OAK RD,WEST ROXBURY MA,02132,N,0,0,1600,1600,0,0,0,0
"MULTIPOLYGON (((-71.06986557832272 42.321517956811434, -71.06990195206737 42.32126235894383, -71.06999703005657 42.321266978907545, -71.07003540056772 42.32149633760602, -71.07003556608299 42.321496985923275, -71.07003579772287 42.32149828183481, -71.07003591101858 42.32149958011361, -71.0700359129742 42.32150089483571, -71.07003570754422 42.321502847698945, -71.07003523198857 42.3215047805844, -71.07003451676789 42.3215066686675, -71.07003354686775 42.32150849257352, -71.07003233322894 42.321510244264765, -71.07003140081308 42.321511357739844, -71.07003064458208 42.32151210622664, -71.07002981497133 42.32151292679561, -71.07002804534402 42.32151437714511, -71.07002675232535 42.32151527255216, -71.07002538974488 42.32151609604479, -71.07002395328334 42.32151685638791, -71.07002244394693 42.321517544804166, -71.07002009688819 42.32151843626806, -71.0700176293675 42.32151915411678, -71.07001594089952 42.32151952644368, -71.07001421558002 42.321519819251, -71.0699573714293 42.321520696146386, -71.06991226048495 42.32151993163951, -71.06986557832272 42.321517956811434)))",74355,8,41,0800041000,08-05-085,0,63419,0800041000,,CITY OF BOSTON,,CLIFTON,ST,,02125,CLIFTON ST,E,902,3438,CLIFTON,DORCHESTER MA,02125,N,0,0,17200,17200,0,0,0,0
"MULTIPOLYGON (((-71.13576384528359 42.236742551616274, -71.13432522672097 42.237247085473456, -71.13489716609325 42.23609200950581, -71.1349613973439 42.236109617934076, -71.13457349257264 42.23691104686465, -71.13590061692588 42.23662233155935, -71.13576384528359 42.236742551616274)))",74438,18,13018,1813018000,18-20-092,0,123889,1813018000,,CITY OF BOSTON,,SPRAGUE,ST,,02136,SPRAGUE ST,E,902,26520,BOX 8499,PHIL PA,19101,N,0,0,185400,185400,0,0,0,0
"MULTIPOLYGON (((-71.05377907950263 42.364926442638115, -71.0535820102672 42.364789683894024, -71.05371379443181 42.364653663796666, -71.05388417856577 42.364750419425775, -71.05400606826402 42.36482538907906, -71.05397048416613 42.3648570081382, -71.05390637403416 42.3648150210022, -71.0538878562156 42.36483122816407, -71.05385247460094 42.36486219992839, -71.05377907950263 42.364926442638115)))",74468,3,2313,0302313000,03-03-025,0,18256,0302313000,,CITY OF BOSTON TRST,6 2,N BENNET,ST,,02113,6 2 N BENNET ST,E,902,5504,6 NO BENNET,BOSTON MA,02113,N,19832,14704,5292462,1371946,3920516,0,0,3
"MULTIPOLYGON (((-71.135251335057 42.243193573441054, -71.13526528619347 42.24313967886201, -71.13546518649979 42.24347247562423, -71.13529995600106 42.243528554121966, -71.13522616144495 42.24339012190335, -71.13523738377918 42.24324746792972, -71.135251335057 42.243193573441054)))",74512,18,12634,1812634000,18-20-005,0,123480,1812634000,,CITY OF BOSTON BY FCL,,MANILA,AV,,02136,MANILA AV,E,902,4750,24 SCHOOL ST,BOSTON MA,02108,N,0,0,22300,22300,0,0,0,0
"MULTIPOLYGON (((-71.13531772666808 42.24304598456978, -71.13534298900186 42.24305554814673, -71.13541401482905 42.24307874219468, -71.13560506973037 42.24342499583082, -71.13546518649979 42.24347247562423, -71.13526528619347 42.24313967886201, -71.13531772666808 42.24304598456978)))",74513,18,12633,1812633000,18-20-005,0,123479,1812633000,,CITY OF BOSTON BY FCL,,MANILA,AV,,02136,MANILA AV,E,902,5740,24 SCHOOL ST,BOSTON MA,02108,N,0,0,26900,26900,0,0,0,0
"MULTIPOLYGON (((-71.08629355665123 42.349835105368236, -71.0861775534681 42.34958126959625, -71.08724837285558 42.34926910080225, -71.0883846653824 42.34896997578712, -71.08847625542387 42.349164560311046, -71.08851778301428 42.349252786113816, -71.08740073193562 42.34955716373553, -71.08727549012643 42.34958860466881, -71.08629355665123 42.349835105368236)))",74529,5,3575-500,0503575500,05-06-025,0,44964,0503575500,,CITY OF BOSTON,325P,COMMONWEALTH,AV,,02115,325P COMMONWEALTH AV,E,902,68890,1 CITY HALL PZ,BOSTON   MA,02201,N,0,0,8611300,8611300,0,0,0,0
"MULTIPOLYGON (((-71.09145492412043 42.34915096915464, -71.09024284764197 42.349187776191386, -71.08998250596034 42.34919568029038, -71.08887227186128 42.349216467847135, -71.08881965120668 42.34911291541118, -71.08872038996707 42.348917577440204, -71.08996889658754 42.34889023961464, -71.09144649945686 42.34887762021819, -71.09145492412043 42.34915096915464)))",74530,5,3817-500,0503817500,05-06-025,0,46739,0503817500,,CITY OF BOSTON,400P,COMMONWEALTH,AV,,02115,400P COMMONWEALTH AV,E,902,77383,1 CITY HALL PZ,BOSTON   MA,02201,N,0,0,9672900,9672900,0,0,0,0
"MULTIPOLYGON (((-71.09488942837 42.349085305878475, -71.0929606227089 42.34912405351994, -71.0929548527938 42.34905013475533, -71.09294344576412 42.348903999555176, -71.09294809113604 42.348903898947746, -71.09488010022919 42.34886203763371, -71.09488253689643 42.34889582286532, -71.09488854961818 42.34905445199691, -71.09488942837 42.349085305878475)))",74531,5,3893-500,0503893500,05-10-055,0,47125,0503893500,,CITY OF BOSTON,475P,COMMONWEALTH,AV,,02115,475P COMMONWEALTH AV,E,902,42269,1 CITY HALL PZ,BOSTON   MA,02201,N,0,0,3170200,3170200,0,0,0,0
"MULTIPOLYGON (((-71.0976969207195 42.33124329639505, -71.0977177724921 42.331193377107695, -71.0977319240243 42.33119654954881, -71.09776793765093 42.33110821381486, -71.09779681220793 42.33111887397119, -71.09790501989148 42.33115636400687, -71.0978910913957 42.331190805787436, -71.09787406739437 42.331232851728885, -71.09785705418888 42.331274908593876, -71.09785570726244 42.331278880238536, -71.0976969207195 42.33124329639505)))",74546,10,496,1000496000,10-02-015,0,70648,1000496000,,CITY OF BOSTON,729 R,PARKER,ST,,02120,729 R PARKER ST,E,902,2473,729R PARKER ST,ROXBURY MA,02120,N,0,0,59500,59500,0,0,0,0
"MULTIPOLYGON (((-71.09651546476906 42.32465904310061, -71.09686080436911 42.324486229101566, -71.09690302041926 42.32451807750373, -71.0965475869578 42.32470036643471, -71.09651546476906 42.32465904310061)))",74580,11,814,1100814000,11-01-055,0,74578,1100814000,,CITY OF BOSTON BY FCL,118,MARCELLA,ST,,02119,118 MARCELLA ST,E,902,1848,MARCELLA,ROXBURY MA,02119,N,0,0,14600,14600,0,0,0,0
"MULTIPOLYGON (((-71.07482663233935 42.299816142891814, -71.07491001894053 42.299792347579974, -71.07500822197065 42.299905235099246, -71.07479796907973 42.299992021339335, -71.07464127358429 42.30008077875452, -71.07448822669102 42.29996021503294, -71.07444463757116 42.299925148263576, -71.07469869386357 42.29985265138767, -71.07482663233935 42.299816142891814)))",74610,14,1440,1401440000,14-02-015,0,87789,1401440000,,CITY OF BOSTON BY FCL,317 321,WASHINGTON,ST,,02121,317 321 WASHINGTON ST,E,902,6514,317 WASHINGTON ST,DORCHESTER MA,02121,N,0,0,61000,61000,0,0,0,0
"MULTIPOLYGON (((-71.13176640218609 42.26054229001135, -71.13097640089292 42.259854361494256, -71.13124644906564 42.259683009599286, -71.13175272309071 42.25943817288041, -71.13187754280071 42.25909555313396, -71.13209771690093 42.25921072583243, -71.1322345711553 42.25911212470491, -71.1324210196475 42.259271069301455, -71.13251258022149 42.25929819423433, -71.13260279737753 42.25932768774896, -71.13264858373785 42.25934410903454, -71.1326915671546 42.25935951965973, -71.13277877211058 42.259393640068126, -71.13286431615666 42.25943002680512, -71.13294808108425 42.25946861916936, -71.13302996020603 42.259509367297646, -71.13303901703077 42.25951422144402, -71.13310986912484 42.25955223009145, -71.13318770083148 42.25959715171556, -71.13326335515104 42.25964407995709, -71.1333367407497 42.25969294629844, -71.13340777610236 42.259743702977076, -71.1334763627934 42.259796279257735, -71.13354240792336 42.25985061109641, -71.13360586036073 42.25990662755762, -71.13370363935908 42.26000338400412, -71.13372724460676 42.26002570726585, -71.13374977877488 42.260048638719226, -71.1337712041775 42.26007215365729, -71.13379149930242 42.26009621065232, -71.13381062774535 42.2601207881627, -71.13382857790822 42.26014584742673, -71.1338453135414 42.26017136058068, -71.13386083438205 42.26019731155456, -71.1338751041468 42.26022363735956, -71.13388638308092 42.260246800285096, -71.13359137564805 42.260035164968144, -71.1330480741581 42.260217133877454, -71.13287204673146 42.26002805897564, -71.1326952831535 42.259942334303425, -71.13176640218609 42.26054229001135)))",74625,18,11439,1811439000,18-12-018,0,121498,1811439000,,COMMONWEALTH OF MASS (MDC),,GORDON,AV,,02136,GORDON AV,E,902,181210,GORDON AV,HYDE PARK MA,02136,N,0,0,201100,201100,0,0,0,0
"MULTIPOLYGON (((-71.10218540353794 42.27763284193204, -71.10222721122273 42.27759153656166, -71.10250449664777 42.27772955502552, -71.10241065559181 42.27782199888717, -71.10213707362924 42.27768057889064, -71.10218540353794 42.27763284193204)))",74702,18,2394,1802394000,18-21-025,0,110969,1802394000,,CITY OF BOSTON,,HEBRON,ST,,02126,HEBRON ST,E,902,4000,HEBRON,MATTAPAN MA,02126,N,0,0,16000,16000,0,0,0,0
"MULTIPOLYGON (((-71.05127571870078 42.337021578183446, -71.0513935130252 42.33692186855459, -71.0514700581426 42.33697198778889, -71.05160605198142 42.3370590866806, -71.05192437543975 42.33725939105464, -71.0518152335123 42.337352618029634, -71.05181677071104 42.33735360865106, -71.05164542485683 42.33750292631367, -71.0512195275954 42.33722638382801, -71.05132655502828 42.33712412469878, -71.05130027757195 42.33710611081907, -71.05127973091653 42.33709231405038, -71.05123227660233 42.33705768235302, -71.05127571870078 42.337021578183446)))",74810,6,572,0600572000,06-03-055,0,49724,0600572000,,CITY OF BOSTON,,W FIFTH,ST,,02127,W FIFTH ST,E,902,20247,WEST FIFTH,SOUTH BOSTON MA,02127,N,0,0,299900,299900,0,0,0,0
"MULTIPOLYGON (((-71.08679678222136 42.33469763739844, -71.08682365157732 42.33466281486796, -71.0869840695703 42.33472995292107, -71.08688167049306 42.33471310695144, -71.08679678222136 42.33469763739844)))",74822,9,2346-10,0902346010,09-04-180,0,69278,0902346010,,CITY OF BOSTON,,ST FRANCIS DE SALES,CT,,02119,ST FRANCIS DE SALES CT,E,902,370,ST FRANCIS DE SALES  CT,ROXBURY  MA,02119,N,0,0,3800,3800,0,0,0,0
"MULTIPOLYGON (((-71.08673414273815 42.33477764360578, -71.08679678222136 42.33469763739844, -71.08767552954771 42.33520152642967, -71.08755532209962 42.335266156407975, -71.08709037499389 42.334987461697985, -71.08697047498558 42.334915591551656, -71.08687898762099 42.33486074794473, -71.08673414273815 42.33477764360578)))",74823,9,2240-20,0902240020,09-04-180,0,69270,0902240020,,CITY OF BOSTON PWD,,TREMONT,ST,,02119,TREMONT ST,E,902,10258,TREMONT ST,ROXBURY MA,02119,N,0,0,189700,189700,0,0,0,0
"MULTIPOLYGON (((-71.08261379204228 42.31291708988356, -71.08260801112037 42.312918394404605, -71.0826061866827 42.31291879943933, -71.08168366862257 42.31298846600608, -71.08167598965281 42.312988006986835, -71.08166851919421 42.31298661010722, -71.0816614638009 42.31298431405375, -71.08165501826905 42.312981182233216, -71.08164936079598 42.31297730126203, -71.08164464767358 42.31297277831256, -71.08164100928387 42.31296773837654, -71.08163854598124 42.312962320737476, -71.0816373258709 42.31295667501097, -71.08163738270434 42.31295095736128, -71.08163871496458 42.312945325668274, -71.0816412857742 42.31293993557554, -71.08164502398962 42.31293493601603, -71.08164982647602 42.31293046518099, -71.08165556049919 42.31292664657721, -71.08166206765219 42.312923585704375, -71.08166916789622 42.31292136725994, -71.08167666537642 42.31292005235025, -71.08259645473903 42.312852059105474, -71.08260428005707 42.31285251710202, -71.08261188255862 42.31285396743866, -71.08261903548865 42.3128563668789, -71.08262552552914 42.31285964395961, -71.08263115929381 42.312863700858955, -71.08263576863045 42.312868416664415, -71.08263921615978 42.31287365072969, -71.08264139903255 42.31287924699138, -71.08264225209474 42.312885038458525, -71.0826417501001 42.312890852577375, -71.08263990779759 42.31289651588567, -71.08263678025088 42.31290185945805, -71.08263246079261 42.31290672407959, -71.08262707803794 42.312910964625516, -71.08262079266072 42.31291445452793, -71.08261379204228 42.31291708988356)))",74918,12,2695-500,1202695500,12-02-050,0,81070,1202695500,,CITY OF BOSTON,21P,ELM HILL,PK,,02121,21P ELM HILL PK,E,902,6621,1 CITY HALL PZ,BOSTON MA,02201,N,0,0,72800,72800,0,0,0,0
"MULTIPOLYGON (((-71.15280497182425 42.34611259085244, -71.1527996776566 42.346112509710856, -71.15279700488803 42.34611246871117, -71.1527890922358 42.346111773153666, -71.15275862767696 42.34610531250912, -71.15272844877643 42.346098137061816, -71.15269859042589 42.346090252186144, -71.15266908311646 42.34608166701892, -71.15263995816773 42.34607239069951, -71.15263365763336 42.34606872277916, -71.15262788276816 42.346064607206955, -71.15262268898393 42.34606008471892, -71.15261812941995 42.346055200346946, -71.15261425008704 42.34605000384313, -71.15261108811363 42.34604454572312, -71.1526086750398 42.34603888105173, -71.152607036956 42.34603306566764, -71.15260618833267 42.346027158974664, -71.15260613714351 42.34602121781046, -71.15260688565658 42.34601530338593, -71.15260842621628 42.34600947328171, -71.15261074276282 42.34600378505317, -71.15262232586686 42.34598187281311, -71.15263465040887 42.34596018427036, -71.15264770672573 42.345938732918285, -71.1526614874037 42.34591753225712, -71.15267598396406 42.34589659569606, -71.1526911851946 42.34587593865567, -71.15270708393474 42.34585557165128, -71.15271259423368 42.345851726993736, -71.15271861559481 42.34584832679674, -71.15272508081787 42.34584540773779, -71.15273191952993 42.34584300218203, -71.15273905736555 42.345841136687014, -71.15274641680027 42.34583983103948, -71.1527539173823 42.345839099221735, -71.15276147786435 42.34583894915475, -71.15276901454287 42.345839383395756, -71.15277644742966 42.34584039617104, -71.15278369265414 42.345841977304865, -71.15279067384705 42.34584410865317, -71.1527973147778 42.34584676838437, -71.15280354163272 42.345849925629764, -71.15280928652672 42.34585354769444, -71.15281448895712 42.34585759400284, -71.15281908985745 42.345862021086035, -71.1528230395416 42.34586678023477, -71.15283557125339 42.345896030678105, -71.15284717696179 42.34592549346033, -71.15285784965245 42.34595515231559, -71.15286758551578 42.34598498940706, -71.15287637634444 42.346014990133575, -71.15288172380625 42.346035541866236, -71.15288262086769 42.34604369305733, -71.15288277261264 42.34605187264433, -71.15288217676756 42.34606004189589, -71.15288083720971 42.34606816288943, -71.15287876031522 42.34607619533906, -71.1528671881702 42.346090815308884, -71.15285755363318 42.346096920766115, -71.15285603320098 42.346097985710294, -71.15284973633617 42.346101607507094, -71.15284299673034 42.34610475888198, -71.15283587515269 42.34610741033833, -71.15282844087066 42.34610953688363, -71.1528207644292 42.346111118007364, -71.15281291633858 42.34611213952152, -71.15280497182425 42.34611259085244)))",74919,21,2849,2102849000,21-13-060,0,156016,2102849000,,CITY OF BOSTON,58,CHESTNUT HILL,AV,,02135,58 CHESTNUT HILL AV,E,902,5311,1 CITY HALL PZ,BOSTON MA,02201,N,0,0,60000,60000,0,0,0,0
"MULTIPOLYGON (((-71.08262603638323 42.35083102657494, -71.08054284215082 42.35139257106859, -71.08041618242173 42.351134712965546, -71.08250047179894 42.35057372443401, -71.08250106887769 42.35057495068647, -71.08250225492337 42.35057461393496, -71.08250353015252 42.350574288834814, -71.08255779154109 42.35068091849477, -71.08255334026703 42.35068227780632, -71.08257493797626 42.35072546725782, -71.08257638898603 42.350728464683094, -71.08262603638323 42.35083102657494)))",74920,5,3371-500,0503371500,05-06-025,0,44147,0503371500,,CITY OF BOSTON,225P,COMMONWEALTH,AV,,02116,225P COMMONWEALTH AV,E,902,59888,1 CITY HALL PZ,BOSTON   MA,02201,N,0,0,7486000,7486000,0,0,0,0
"MULTIPOLYGON (((-71.08478575318357 42.350249829282426, -71.0846584181194 42.34999226432062, -71.08596189666301 42.34963937764513, -71.08608912536961 42.34989774205902, -71.08478575318357 42.350249829282426)))",74921,5,3564-500,0503564500,05-06-025,0,44885,0503564500,,CITY OF BOSTON,300P,COMMONWEALTH,AV,,02115,300P COMMONWEALTH AV,E,902,37542,1 CITY HALL PZ,BOSTON   MA,02201,N,0,0,4692800,4692800,0,0,0,0
"MULTIPOLYGON (((-71.08645464521717 42.33513497947308, -71.08673414273815 42.33477764360578, -71.08687898762099 42.33486074794473, -71.0865864943398 42.335172797167765, -71.08645464521717 42.33513497947308)))",74998,9,2225,0902225000,09-04-180,0,69265,0902225000,,CITY OF  BOSTON,,MELNEA CASS,BL,,02119,MELNEA CASS BL,E,902,5400,MELNEA  CASS  BLVD,ROXBURY CROSSING  MA,02120,N,0,0,52900,52900,0,0,0,0
"MULTIPOLYGON (((-71.12705851818387 42.36033357585893, -71.12705853226645 42.360333657392786, -71.12721231773912 42.36046975328073, -71.12742759409966 42.36033533318332, -71.12786790870052 42.36069302788258, -71.12713527845145 42.36120519814168, -71.12687925670463 42.360934527291164, -71.12675332712837 42.36080799279916, -71.12688220644404 42.36073794522109, -71.12697499896369 42.36068884471556, -71.12701150480905 42.36066894872032, -71.12705669878522 42.360644411385664, -71.12712940144705 42.36071927501216, -71.12721784283583 42.360663549387866, -71.12693333359272 42.360411880769526, -71.12693617590133 42.36041158186217, -71.12694041580853 42.36041120275102, -71.1269434899771 42.360410898448826, -71.12694674421648 42.360410516579236, -71.12695048800673 42.36040989973591, -71.12696794005709 42.36040573379708, -71.12698191482119 42.36040130359541, -71.12698412573076 42.36040045724768, -71.1269870376038 42.36039922382136, -71.12699004710618 42.36039773799292, -71.12699299408864 42.36039617258088, -71.12699585624685 42.36039453524021, -71.12699863406665 42.36039282386514, -71.12700132710978 42.360391032483044, -71.12700394659745 42.36038918571729, -71.12700647036398 42.36038726769014, -71.12700891309282 42.36038527809797, -71.12701125238227 42.360383241103825, -71.12701348837311 42.360381132823676, -71.12701562476084 42.36037896907545, -71.12701766578927 42.36037675303409, -71.12701959532518 42.36037448991589, -71.12702141860908 42.36037217446922, -71.12702314555744 42.36036981164367, -71.12702475057567 42.36036740486865, -71.1270262341062 42.360364959414234, -71.12702760653907 42.360362480231466, -71.12702886074979 42.36035997080972, -71.12702998970069 42.36035741988643, -71.12703101506524 42.36035484649894, -71.12703190323283 42.36035224807954, -71.12703266980101 42.36034962994748, -71.12705851818387 42.36033357585893)))",75014,22,344-10,2200344010,22-01-090,0,156261,2200344010,,CITY OF BOSTON,,N HARVARD,ST,,02134,N HARVARD ST,E,902,47835,N HARVARD  ST,ALLSTON   MA,02134,N,0,0,535300,535300,0,0,0,0
"MULTIPOLYGON (((-71.16033964627493 42.26377716900579, -71.1600985109324 42.26374689827109, -71.16016627314465 42.263639493433004, -71.16036166362196 42.26365603400603, -71.16033964627493 42.26377716900579)))",75081,20,11152,2011152000,20-15-105,0,145738,2011152000,,CITY OF BOSTON,,CEDAR,RD,,02132,CEDAR RD,E,902,2415,CEDAR RD,WEST ROXBURY MA,02132,N,0,0,11800,11800,0,0,0,0
"MULTIPOLYGON (((-71.15973453043789 42.26454846518773, -71.1599538811916 42.26440133795749, -71.16005460286713 42.26448112163818, -71.15983355384161 42.26462994091018, -71.15978404209379 42.26458920569415, -71.15973453043789 42.26454846518773)))",75082,20,11213,2011213000,20-15-070,0,145799,2011213000,,CITY OF BOSTON,,CHESTNUT,RD,,02132,CHESTNUT RD,E,902,3200,CHESTNUT RD,WEST ROXBURY MA,02132,N,0,0,15700,15700,0,0,0,0
"MULTIPOLYGON (((-71.09723027300934 42.32348002218993, -71.09733583521626 42.32307915086693, -71.09792880583161 42.323154495609465, -71.09801191121936 42.32316457383477, -71.09801862861327 42.323399681422714, -71.09828495633055 42.32339382550825, -71.09828223473687 42.32340474675811, -71.09827963703026 42.32341440097122, -71.09827702782253 42.323423406130125, -71.09827694470263 42.323423693861, -71.09827303745841 42.32343548609497, -71.09826836707991 42.32344800748165, -71.09826404778497 42.32345790075881, -71.09723027300934 42.32348002218993)))",75087,11,871,1100871000,11-01-070,0,74640,1100871000,,CITY OF BOSTON BY FCL,1542 1542R,COLUMBUS,AV,,02119,1542 1542R COLUMBUS AV,E,902,26313,1542R COLUMBUS AVE,ROXBURY MA,02119,N,0,0,271000,271000,0,0,0,1
"MULTIPOLYGON (((-71.07480480931581 42.31597033338017, -71.07491782272375 42.31582436758286, -71.0750254660963 42.315879414725586, -71.07496602456067 42.31595346143141, -71.07491524192879 42.31601634388522, -71.07480480931581 42.31597033338017)))",75099,13,596,1300596000,13-04-010,0,82462,1300596000,,CITY OF BOSTON,2 4,LETTERFINE,TE,,02125,2 4 LETTERFINE TE,E,902,1968,2 LETTERFINE TE,DORCHESTER MA,02125,N,0,0,11000,11000,0,0,0,0
"MULTIPOLYGON (((-71.07527965885768 42.287314188920845, -71.0755620051723 42.287263756114754, -71.07559580042386 42.28737188720851, -71.07531149876834 42.28742090559183, -71.07527965885768 42.287314188920845)))",75124,17,1693,1701693000,17-08-035,0,104392,1701693000,,CITY OF BOSTON BY FCL,35,WENTWORTH,ST,,02124,35 WENTWORTH ST,E,902,3280,125 NORFOLK,DORCHESTER MA,02124,N,0,0,17500,17500,0,0,0,0
"MULTIPOLYGON (((-71.07469519739377 42.28843115457016, -71.07505182251897 42.288373130018265, -71.07507103028999 42.28843901003483, -71.07489136818572 42.28846960354786, -71.07471475577394 42.28849966653322, -71.07469519739377 42.28843115457016)))",75126,17,1400,1701400000,17-08-030,0,104031,1701400000,,CITY OF BOSTON,9,CHIPMAN,ST,,02124,9 CHIPMAN ST,E,902,2530,9 CHIPMAN,DORCHESTER MA,02124,N,3374,1923,235400,90400,145000,0,0,2
"MULTIPOLYGON (((-71.11020332566616 42.298687972401765, -71.10993820736203 42.29862254521289, -71.11002237896712 42.29844837069189, -71.11014916240975 42.298353083113724, -71.11018087577567 42.29837356849606, -71.11020332566616 42.298687972401765)))",75157,11,3738,1103738000,11-08-100,0,78802,1103738000,,CITY OF BOSTON,,ORCHARD,AV,,02130,ORCHARD AV,E,902,5698,ORCHARD AVE,JAMAICA PLAIN MA,02130,N,0,0,127900,127900,0,0,0,0
