the_geom,OBJECTID,WARD,PARCEL,PID_LONG,WPD,BATCH,OBJECTID_1,PID,CM_ID,OWNER,ST_NUM,ST_NAME,ST_NAM_SUF,UNIT_NUM,ZIPCODE,FULL_ADDRE,LU,PTYPE,LOTSIZE,MAIL_ADDRE,MAIL_CS,MAIL_ZIP,OWN_OCC,GROSS_AREA,BLDG_AREA,AV_TOTAL,AV_LAND,AV_BLDG,GROSS_TAX,GROSS_TAX_,NUM_FLOORS
"MULTIPOLYGON (((-71.10587186734446 42.32055151016809, -71.10612784555367 42.32044284644604, -71.1061632684698 42.32048937291045, -71.10590732017283 42.320599103458406, -71.10587186734446 42.32055151016809)))",26,10,2525-20,1002525020,10-09-070,0,73399,1002525020,,CITY OF BOSTON,,FORBES,ST,,02130,FORBES ST,E,902,1522,26 COURT ST,BOSTON MA,02108,N,0,0,87100,87100,0,0,0,0
"MULTIPOLYGON (((-71.08321431462052 42.295712109378705, -71.0833710847657 42.295681675004204, -71.0834660516845 42.29601471122558, -71.08329323948654 42.29604891527066, -71.08321431462052 42.295712109378705)))",66,14,2033,1402033000,14-02-105,0,88364,1402033000,,CITY OF BOSTON,182,HARVARD,ST,,02124,182 HARVARD ST,E,902,5760,182 HARVARD,DORCHESTER MA,02124,N,0,0,77800,77800,0,0,0,0
"MULTIPOLYGON (((-71.10590732017283 42.320599103458406, -71.1061632684698 42.32048937291045, -71.10621760744642 42.32056067395126, -71.10596123503665 42.320671480962424, -71.10590732017283 42.320599103458406)))",90,10,2526,1002526000,10-09-070,0,73400,1002526000,,CITY OF BOSTON,68,FORBES,ST,,02130,68 FORBES ST,E,902,2160,68 FORBES ST,JAMAICA PLAIN MA,02130,N,0,0,16400,16400,0,0,0,0
"MULTIPOLYGON (((-71.14010923067936 42.25217716018768, -71.1401698555993 42.252109527994875, -71.14050929100597 42.25227792525031, -71.14047234922296 42.25232033257858, -71.14045112069672 42.25234455449749, -71.14010923067936 42.25217716018768)))",345,18,12269-28,1812269028,18-19-105,0,122899,1812269028,,CITY OF BOSTON,,VERNON,ST,,02136,VERNON ST,E,902,3000,VERNON ST,HYDE PARK MA,02136,N,0,0,11000,11000,0,0,0,0
"MULTIPOLYGON (((-71.13993657633826 42.25116997887996, -71.13999697309912 42.25110196705373, -71.1403276480651 42.25126626380606, -71.14026712035825 42.25133453698656, -71.13993657633826 42.25116997887996)))",353,18,12232,1812232000,18-19-131,0,122733,1812232000,,CITY OF BOSTON,,WESTON,ST,,02136,WESTON ST,E,902,3000,WESTON,HYDE PARK MA,02136,N,0,0,11000,11000,0,0,0,0
"MULTIPOLYGON (((-71.1051079036234 42.274077176987895, -71.1050619310907 42.27412271991449, -71.10481067259336 42.27399481309092, -71.10485721977017 42.2739489048341, -71.1051079036234 42.274077176987895)))",367,18,2575,1802575000,18-21-035,0,111029,1802575000,,CITY OF BOSTON BY FCL,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,1600,KENNEBEC,MATTAPAN MA,02126,N,0,0,6700,6700,0,0,0,0
"MULTIPOLYGON (((-71.09560595179502 42.27780548096267, -71.09586903317071 42.27762300099941, -71.09600011436316 42.277717677810486, -71.09575066362694 42.277909620745106, -71.09560595179502 42.27780548096267)))",375,18,3143,1803143000,18-03-095,0,111597,1803143000,,CITY OF BOSTON,56 56A,MATTAPAN,ST,,02126,56 56A MATTAPAN ST,E,902,5000,56 MATTAPAN  ST,MATTAPAN MA,02126,N,0,0,75700,75700,0,0,0,0
"MULTIPOLYGON (((-71.10538364006224 42.27333828194327, -71.10542833093766 42.27329427435614, -71.10547286560262 42.273250430599376, -71.10551411768108 42.27320981652483, -71.10556274517073 42.27316194180715, -71.10587001161663 42.2733222248798, -71.10569007117248 42.27350046990229, -71.10538364006224 42.27333828194327)))",413,18,2568,1802568000,18-21-035,0,111022,1802568000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,8000,KENNEBEC,MATTAPAN MA,02126,N,0,0,91100,91100,0,0,0,0
"MULTIPOLYGON (((-71.10574028798864 42.27298713555044, -71.10560841368671 42.27311697403081, -71.10530527567288 42.27296210769834, -71.10543950698391 42.27283120459273, -71.10574028798864 42.27298713555044)))",565,18,2564,1802564000,18-21-035,0,111018,1802564000,,CITY OF BOSTON,,ALABAMA,ST,,02126,ALABAMA ST,E,902,6000,ALABAMA,MATTAPAN MA,02126,N,0,0,80300,80300,0,0,0,0
"MULTIPOLYGON (((-71.0794082626724 42.314407406433354, -71.0794945195146 42.31432079504204, -71.07968281366031 42.314421505272456, -71.07931385908985 42.31477429684978, -71.079132457629 42.314687398572566, -71.07926069058219 42.314547988278484, -71.07937355137432 42.31444047342712, -71.0794082626724 42.314407406433354)))",575,12,2882,1202882000,12-06-030,0,81281,1202882000,,CITY OF BOSTON,1 8,QUINCY,TE,,02121,1 8 QUINCY TE,E,902,10380,1 QUINCY TERR,DORCHESTER MA,02121,N,0,0,91300,91300,0,0,0,0
"MULTIPOLYGON (((-71.16053888004252 42.26265080343846, -71.16046815378701 42.26264232909951, -71.16049863134101 42.26250799524955, -71.16060999801624 42.262526833514116, -71.16066649531433 42.26258743740292, -71.16053888004252 42.26265080343846)))",639,20,11169,2011169000,20-15-110,0,145755,2011169000,,CITY OF BOSTON,,DANA,RD,,02132,DANA RD,E,902,1800,DANA RD,WEST ROXBURY MA,02132,N,0,0,9000,9000,0,0,0,0
"MULTIPOLYGON (((-71.10560105064398 42.27358865720635, -71.10545768893769 42.27373067284591, -71.1051373763322 42.273580743965034, -71.10520137739721 42.273517744786886, -71.10524651873536 42.273473288518396, -71.10529425819081 42.27342628652699, -71.10560105064398 42.27358865720635)))",702,18,2570,1802570000,18-21-035,0,111024,1802570000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,6639,KENNEBEC,MATTAPAN MA,02126,N,0,0,83300,83300,0,0,0,0
"MULTIPOLYGON (((-71.16118388702704 42.26519004878705, -71.16113076347048 42.26536158936973, -71.16099422221507 42.26533423927521, -71.16090419017405 42.26516616689712, -71.16118388702704 42.26519004878705)))",736,20,11036,2011036000,20-15-085,0,145625,2011036000,,CITY OF BOSTON,,CHESTNUT,RD,,02132,CHESTNUT RD,E,902,3567,CHESTNUT RD,WEST ROXBURY MA,02132,N,0,0,17600,17600,0,0,0,0
"MULTIPOLYGON (((-71.16062196942157 42.264409492664335, -71.16071771009047 42.26431452739112, -71.16089568938764 42.26441090728466, -71.16089560315321 42.264411115671734, -71.16081696003765 42.26452713503319, -71.16062196942157 42.264409492664335)))",743,20,11084,2011084000,20-15-090,0,145673,2011084000,,CITY OF BOSTON,,CHERRY,RD,,02132,CHERRY RD,E,902,2561,CHERRY RD,WEST ROXBURY MA,02132,N,0,0,12400,12400,0,0,0,0
"MULTIPOLYGON (((-71.10120606685675 42.27768766348883, -71.1013166430126 42.27758966266519, -71.10147374130936 42.27767091491814, -71.10137342707591 42.27777050270934, -71.10120606685675 42.27768766348883)))",747,18,2324,1802324000,18-21-025,0,110910,1802324000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,2620,KENNEBEC,MATTAPAN MA,02126,N,0,0,10400,10400,0,0,0,0
"MULTIPOLYGON (((-71.16156843890785 42.264803330187696, -71.16131287380956 42.26477356849629, -71.16131733983072 42.26475913375868, -71.16133255762368 42.26470997643562, -71.1615810195514 42.264738177628494, -71.16156843890785 42.264803330187696)))",815,20,11074,2011074000,20-15-085,0,145663,2011074000,,CITY OF BOSTON,,BROOK FARM,RD,,02132,BROOK FARM RD,E,902,1359,BROOK FARM RD,WEST ROXBURY MA,02132,N,0,0,6700,6700,0,0,0,0
"MULTIPOLYGON (((-71.1585596285735 42.26275682392227, -71.15856705744778 42.26261974938703, -71.15867923696499 42.26261868596925, -71.15867908360698 42.262728083007815, -71.1585596285735 42.26275682392227)))",822,20,11434,2011434000,20-15-200,0,146054,2011434000,,CITY OF BOSTON,,FALL,RD,,02132,FALL RD,E,902,1330,FALL RD,WEST ROXBURY MA,02132,N,0,0,6700,6700,0,0,0,0
"MULTIPOLYGON (((-71.1013166430126 42.27758966266519, -71.10141055008981 42.27750641332858, -71.10156239777344 42.27758355782633, -71.10147374130936 42.27767091491814, -71.1013166430126 42.27758966266519)))",828,18,2323,1802323000,18-21-025,0,110909,1802323000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,2031,KENNEBEC,MATTAPAN MA,02126,N,0,0,8100,8100,0,0,0,0
"MULTIPOLYGON (((-71.0685707688235 42.32312253356348, -71.06864229983637 42.32308838271811, -71.06880258740068 42.32326830093563, -71.0687790109942 42.32327734207696, -71.06872658673929 42.32329743793013, -71.0685707688235 42.32312253356348)))",852,8,406,0800406000,08-06-115,0,63753,0800406000,,CITY OF BOSTON,,MARSHFIELD,ST,,02119,MARSHFIELD ST,E,902,1773,MARSHFIELD,ROXBURY MA,02119,N,0,0,8800,8800,0,0,0,0
"MULTIPOLYGON (((-71.0738256233046 42.30006038303489, -71.07409196662343 42.29988366710565, -71.07417899050921 42.299955832908225, -71.07391304042189 42.30013619012423, -71.07388950063682 42.300115937518036, -71.0738256233046 42.30006038303489)))",924,14,1177,1401177000,14-04-085,0,87535,1401177000,,CITY OF BOSTON BY FCL,324,WASHINGTON,ST,,02121,324 WASHINGTON ST,E,902,3417,324 WASHINGTON ST,DORCHESTER MA,02121,N,0,0,20400,20400,0,0,0,0
"MULTIPOLYGON (((-71.16091910810742 42.26263249365611, -71.1608206958694 42.262680793361945, -71.16076468721229 42.26261993879772, -71.16085865482538 42.26257730605663, -71.16088350390953 42.26259978806228, -71.16089660328238 42.262611640296846, -71.16091910810742 42.26263249365611)))",1011,20,10928,2010928000,20-15-055,0,145539,2010928000,,CITY OF BOSTON,,DANA,RD,,02132,DANA RD,E,902,856,DANA RD,WEST ROXBURY MA,02132,N,0,0,1700,1700,0,0,0,0
"MULTIPOLYGON (((-71.0813899643023 42.312123912304926, -71.0815701374981 42.311910028543124, -71.08167567074645 42.311961455659805, -71.08150351179829 42.31217395614266, -71.08147626881808 42.31216435842904, -71.08146034965402 42.312158024727296, -71.08144474785969 42.31215128859678, -71.08142944772588 42.31214416403022, -71.08141450511249 42.31213664842125, -71.08140064232406 42.31212915044223, -71.0813899643023 42.312123912304926)))",1029,12,2662,1202662000,12-02-045,0,81036,1202662000,,CITY OF BOSTON BY FCL,19,INTERVALE,ST,,02121,19 INTERVALE ST,E,902,2798,19 INTERVALE ST,DORCHESTER MA,02121,N,0,0,13500,13500,0,0,0,0
"MULTIPOLYGON (((-71.07929775258377 42.31699410948679, -71.07956622771451 42.31680682789925, -71.0796166724345 42.31684694721134, -71.0793481834392 42.31703422895232, -71.07929775258377 42.31699410948679)))",1030,12,933-20,1200933020,12-04-005,0,79797,1200933020,,CITY OF BOSTON,74 76,MAYWOOD,ST,,02119,74 76 MAYWOOD ST,E,902,2400,179 GLENWAY ST,DORCHESTER MA,02121,N,0,0,11900,11900,0,0,0,0
"MULTIPOLYGON (((-71.07259464302255 42.32543455117268, -71.07270708307243 42.32538827519244, -71.07280715629193 42.32552932641673, -71.07269421489119 42.32557642957069, -71.07264454768439 42.32550566943319, -71.07259464302255 42.32543455117268)))",1055,8,690,0800690000,08-05-010,0,64001,0800690000,,CITY OF BOSTON,48,WOODWARD,AV,,02119,48 WOODWARD AV,E,902,2001,48 WOODWARD AVE,ROXBURY MA,02119,N,0,0,9400,9400,0,0,0,0
"MULTIPOLYGON (((-71.07151519146872 42.31288693374643, -71.07159400598267 42.31273419133496, -71.07194380771821 42.31281966057709, -71.07182383086857 42.31297861929008, -71.07151519146872 42.31288693374643)))",1074,13,1182,1301182000,13-04-025,0,83043,1301182000,,CITY OF BOSTON BY FCL,7 9,CEYLON,ST,,02125,7 9 CEYLON ST,E,902,6250,7 CEYLON ST,DORCHESTER MA,02125,N,0,0,91300,91300,0,0,0,0
"MULTIPOLYGON (((-71.1615810195514 42.264738177628494, -71.16133255762368 42.26470997643562, -71.1613486173615 42.2646581215449, -71.16159161237533 42.26468334275743, -71.1615810195514 42.264738177628494)))",1121,20,11073,2011073000,20-15-085,0,145662,2011073000,,CITY OF BOSTON,,LINDEN,RD,,02132,LINDEN RD,E,902,1324,LINDEN RD,WEST ROXBURY MA,02132,N,0,0,6500,6500,0,0,0,0
"MULTIPOLYGON (((-71.07523529741363 42.32958720702115, -71.07537964889588 42.329476830154846, -71.07545616964873 42.32954313386929, -71.07530018409659 42.32964518108722, -71.07523529741363 42.32958720702115)))",1288,8,2147,0802147000,08-03-085,0,65925,0802147000,,CITY OF BOSTON,66 68,YEOMAN,ST,,02119,66 68 YEOMAN ST,E,902,1700,66 YOEMAN,ROXBURY MA,02119,N,0,0,8800,8800,0,0,0,0
"MULTIPOLYGON (((-71.10936778822489 42.32498381049477, -71.10951448695741 42.3248461612163, -71.10960380677878 42.32486316351893, -71.10964682634634 42.32487706816221, -71.10946492495746 42.325041116056674, -71.10936778822489 42.32498381049477)))",1289,10,1728,1001728000,10-08-035,0,72494,1001728000,,CITY OF BOSTON,,ARCOLA,ST,,02130,ARCOLA ST,E,902,2448,ARCOLA,JAMAICA PLAIN MA,02130,N,0,0,23600,23600,0,0,0,0
"MULTIPOLYGON (((-71.09371258640246 42.28670087587564, -71.09403822204183 42.28665833517818, -71.09371571393453 42.286708773691124, -71.09371258640246 42.28670087587564)))",1362,14,4648,1404648000,14-11-060,0,91159,1404648000,,CITY OF BOSTON,,MORTON,ST,,02126,MORTON ST,E,902,130,MORTON,MATTAPAN MA,02126,N,0,0,200,200,0,0,0,0
"MULTIPOLYGON (((-71.10481067259336 42.27399481309092, -71.10469434020453 42.27393558696654, -71.1048788610141 42.27375408000294, -71.10493259381357 42.27378237319895, -71.10499349385711 42.27381445289698, -71.10494656705369 42.27386074698014, -71.10485721977017 42.2739489048341, -71.10481067259336 42.27399481309092)))",1368,18,2576,1802576000,18-21-035,0,111030,1802576000,,CITY OF BOSTON,,CANAAN,ST,,02126,CANAAN ST,E,902,3200,CANAAN,MATTAPAN MA,02126,N,0,0,13300,13300,0,0,0,0
"MULTIPOLYGON (((-71.08228156492066 42.29746981537133, -71.08264280733388 42.29739918042778, -71.08268978570356 42.29752305061038, -71.08233483213853 42.29760334785621, -71.08228156492066 42.29746981537133)))",1373,14,2666,1402666000,14-02-100,0,89062,1402666000,,CITY OF BOSTON BY FCL,31,BICKNELL,ST,,02121,31 BICKNELL ST,E,902,5500,1810 DORCHESTER AV,DORCHESTER MA,02124,N,0,0,76400,76400,0,0,0,0
"MULTIPOLYGON (((-71.08192434873362 42.29417395472521, -71.08208743035269 42.29414175107249, -71.08218006495177 42.294409455259995, -71.08202774735562 42.29443938313032, -71.08192434873362 42.29417395472521)))",1396,14,2155,1402155000,14-07-045,0,88497,1402155000,,CITY OF BOSTON BY FCL,29 27,BROWNING,AV,,02124,29 27 BROWNING AV,E,902,4600,27 BROWNING AV,DORCHESTER MA,02124,N,0,0,21400,21400,0,0,0,0
"MULTIPOLYGON (((-71.13607375524889 42.250410442995346, -71.13614926681018 42.25030761293336, -71.13647061556321 42.250487143372425, -71.13644091118499 42.25055001280672, -71.1364132972329 42.25060427734465, -71.13607375524889 42.250410442995346)))",1401,18,11985-9,1811985009,18-19-170,0,122095,1811985009,,CITY OF BOSTON BY FCL,,THOMPSON,ST,,02136,THOMPSON ST,E,902,5220,THOMPSON ST,HYDE PARK MA,02136,N,0,0,25600,25600,0,0,0,0
"MULTIPOLYGON (((-71.13998833477811 42.2509094096168, -71.13965031730031 42.25073432327448, -71.13969164278213 42.250664377736165, -71.1400467638539 42.25084506250459, -71.13998833477811 42.2509094096168)))",1510,18,12190,1812190000,18-19-110,0,122700,1812190000,,CITY OF BOSTON,,WESTON,ST,,02136,WESTON ST,E,902,3438,WESTON,HYDE PARK MA,02136,N,0,0,12600,12600,0,0,0,0
"MULTIPOLYGON (((-71.08685460040175 42.32814991691007, -71.08688654104786 42.32812344874843, -71.086997906675 42.32823631657023, -71.08700886555567 42.32824738627926, -71.086891515851 42.328316229411755, -71.08677626912639 42.32838364602484, -71.08668397539381 42.328281997293196, -71.08674483709282 42.32824175237662, -71.08679814183989 42.32819860821757, -71.08683829403303 42.32816429431292, -71.08685460040175 42.32814991691007)))",1554,9,3168,0903168000,09-05-080,0,69528,0903168000,,CITY OF BOSTON,,WASHINGTON,ST,,02119,WASHINGTON ST,E,902,4089,WASHINGTON,ROXBURY MA,02119,N,0,0,22700,22700,0,0,0,0
"MULTIPOLYGON (((-71.16333782780677 42.28996111103831, -71.16343705219933 42.28985326078143, -71.16367063496845 42.29000377105129, -71.16357540513509 42.290121375561576, -71.16333782780677 42.28996111103831)))",1626,20,7106,2007106000,20-17-340,0,141139,2007106000,,CITY OF BOSTON,77,DWINELL,ST,,02132,77 DWINELL ST,E,902,4156,77 DWINELL,WEST ROXBURY MA,02132,N,2760,1618,370300,150500,219800,0,0,2
"MULTIPOLYGON (((-71.0799409895226 42.30373119685033, -71.07984657830433 42.303614917908824, -71.07989073270734 42.303595768825836, -71.07998181078234 42.30371356417606, -71.07998082317141 42.30371421915478, -71.0799409895226 42.30373119685033)))",1761,14,1036,1401036000,14-04-030,0,87388,1401036000,,CITY OF BOSTON,,WASHINGTON,ST,,02121,WASHINGTON ST,E,902,658,WASHINGTON,DORCHESTER MA,02121,N,0,0,1200,1200,0,0,0,0
"MULTIPOLYGON (((-71.10712462238777 42.266723843127636, -71.10720525055908 42.26664622955271, -71.10742519768198 42.26677441109574, -71.10735160527675 42.26684713410973, -71.10731391656878 42.266826553301925, -71.10718876283495 42.26675863585142, -71.10712462238777 42.266723843127636)))",1889,18,3936,1803936000,18-06-120,0,112440,1803936000,,CITY OF BOSTON,,LAUREL,AV,,02136,LAUREL AV,E,902,3007,LAUREL AV,HYDE PARK MA,02136,N,0,0,14400,14400,0,0,0,0
"MULTIPOLYGON (((-71.08048988055421 42.31738020941754, -71.08081530690002 42.31714383625136, -71.08089140087604 42.31720204254544, -71.08092978971696 42.31723109598892, -71.08059760183941 42.317464428999855, -71.08048988055421 42.31738020941754)))",1936,12,979,1200979000,12-06-045,0,79833,1200979000,,CITY OF BOSTON,23,MAYWOOD,ST,,02119,23 MAYWOOD ST,E,902,5272,430 DUDLEY ST,ROXBURY MA,02119,N,0,0,70200,70200,0,0,0,0
"MULTIPOLYGON (((-71.07911882431266 42.31487862734477, -71.07892904875771 42.314786506568105, -71.07893112380796 42.31478689281464, -71.07893397065168 42.314787507037884, -71.0789367905192 42.314788192465286, -71.0789395771858 42.314788959962684, -71.0789423222779 42.31478978772214, -71.07894503422283 42.3147906894731, -71.07894769694889 42.31479166234673, -71.07895031140241 42.31479270634646, -71.07895287385129 42.31479381338003, -71.07895537670477 42.31479498622952, -71.07901997327157 42.31482635455696, -71.07912150237746 42.314875656825244, -71.07911882431266 42.31487862734477)))",1961,12,2944,1202944000,12-06-035,0,81343,1202944000,,CITY OF BOSTON BY FCL,,BLUE HILL,AV,,02121,BLUE HILL AV,E,902,96,BLUE HILL AVE,DORCHESTER MA,02121,N,0,0,500,500,0,0,0,0
"MULTIPOLYGON (((-71.07184795341257 42.31224070310214, -71.0719495138102 42.31204516986624, -71.07207621389661 42.31206918905541, -71.07199632789202 42.3122828029495, -71.07184795341257 42.31224070310214)))",1967,13,1188,1301188000,13-04-025,0,83048,1301188000,,CITY OF BOSTON BY FCL,262,QUINCY,ST,,02121,262 QUINCY ST,E,902,3330,262 QUINCY ST,DORCHESTER MA,02121,N,0,0,19900,19900,0,0,0,0
"MULTIPOLYGON (((-71.12366611157921 42.30712316577031, -71.12385696078944 42.30684556248751, -71.12387247547429 42.30685570633387, -71.12382879908792 42.30691231633461, -71.12376084263396 42.307002348079926, -71.12366611157921 42.30712316577031)))",2077,19,2500-1,1902500001,19-02-090,0,128598,1902500001,,CITY OF BOSTON,,CENTRE,ST,,02130,CENTRE ST,E,902,307,CENTRE,JAMAICA PLAIN MA,02130,N,0,0,900,900,0,0,0,0
"MULTIPOLYGON (((-71.0670164017088 42.32076475327061, -71.06706358891094 42.320452528264916, -71.0673229902427 42.320468618949285, -71.06733365424468 42.3203656043649, -71.06734370503482 42.32026382078305, -71.06708425065213 42.32024289266383, -71.06711756363313 42.3199866397665, -71.06711748713148 42.31998536866873, -71.06711746261483 42.31998410900663, -71.06711761291054 42.31998157954461, -71.0671177658195 42.3199803289807, -71.06711826710807 42.31997782823784, -71.06711900154062 42.31997535577029, -71.06711945711172 42.319974141822165, -71.06711997557494 42.319972936189615, -71.06712118261872 42.31997056455356, -71.06712185594348 42.31996941464992, -71.06712338740621 42.31996715101462, -71.06712423074016 42.31996605654572, -71.06712607931593 42.31996393109082, -71.06712811938866 42.31996190259864, -71.06712921696035 42.31996093553594, -71.06713035128033 42.31995999319888, -71.0671327522778 42.3199582021036, -71.06713402268633 42.319957361438014, -71.06713666607496 42.31995576900721, -71.06713805414745 42.31995502502632, -71.06713946420027 42.319954319765216, -71.06714238669727 42.319953024486225, -71.06714542644751 42.319951885953415, -71.06714698289086 42.31995136775545, -71.06714856165809 42.31995090724593, -71.06715179515191 42.319950090833096, -71.06715343555018 42.31994975384311, -71.06715508656983 42.31994945553024, -71.0671567524537 42.31994919836914, -71.06715843977018 42.31994899081448, -71.06716012733659 42.31994881592665, -71.06716181405262 42.31994869618129, -71.06716351181056 42.31994862284203, -71.06716692115288 42.319948599854186, -71.06716863321066 42.319948650207465, -71.06717201468243 42.31994889616933, -71.06717369923932 42.319949092186214, -71.06717537314375 42.31994932328763, -71.06786326467328 42.31998181578437, -71.06787668047122 42.319901587449046, -71.0681508370533 42.319912798405774, -71.06816749699284 42.31991387364526, -71.06826118580875 42.31991991967123, -71.06793987101909 42.321211831052544, -71.06712649459668 42.321205428844465, -71.0670684989373 42.3207676093313, -71.0670164017088 42.32076475327061)))",2101,7,3644,0703644000,07-10-010,0,62859,0703644000,,CITY OF BOSTON,65 73,E COTTAGE,ST,,02125,65 73 E COTTAGE ST,E,902,120238,65 EAST COTTAGE,DORCHESTER MA,02125,N,84538,84538,1916000,694000,1222000,0,0,3
"MULTIPOLYGON (((-71.0766982817651 42.30753565123165, -71.07693429192292 42.307331070035886, -71.0770359156671 42.30739290624298, -71.07679789181192 42.30759848742958, -71.07678918033089 42.3075929767688, -71.0766982817651 42.30753565123165)))",2176,14,629,1400629000,14-01-095,0,86964,1400629000,,CITY OF BOSTON,156,STANWOOD,ST,,02121,156 STANWOOD ST,E,902,3842,156 STANWOOD,DORCHESTER MA,02121,N,0,0,20800,20800,0,0,0,0
"MULTIPOLYGON (((-71.09680244547378 42.33150224182186, -71.09683289048624 42.33143079235882, -71.09697478657245 42.33146788692696, -71.09695095141213 42.33152399763926, -71.09694403876505 42.331539145868184, -71.09680244547378 42.33150224182186)))",2316,10,483,1000483000,10-05-085,0,70639,1000483000,,CITY OF BOSTON BY FCL,3,MORTON,PL,,02120,3 MORTON PL,E,902,1265,3 MORTON PL,ROXBURY MA,02120,N,0,0,16400,16400,0,0,0,0
"MULTIPOLYGON (((-71.10967075434125 42.32516255583039, -71.10987211333423 42.324979066727174, -71.10990568853165 42.324994239878514, -71.10996200336767 42.32504554998387, -71.10977072500631 42.32522153477748, -71.10967075434125 42.32516255583039)))",2335,10,1725,1001725000,10-08-035,0,72491,1001725000,,CITY OF BOSTON,,ARCOLA,ST,,02130,ARCOLA ST,E,902,2883,ARCOLA,JAMAICA PLAIN MA,02130,N,0,0,28200,28200,0,0,0,0
"MULTIPOLYGON (((-71.09227463043048 42.323689592122705, -71.09240719990142 42.32388825511565, -71.0924078654029 42.32388930251915, -71.09240846598624 42.32389036110792, -71.0924090301961 42.32389144512081, -71.09240953233454 42.32389253927538, -71.09240998246973 42.32389364202665, -71.09241038884123 42.323894760165324, -71.09241073005954 42.323895889225035, -71.09241103288765 42.323897026139456, -71.09241126601384 42.323898163684824, -71.09241146014405 42.32389931127802, -71.09241159174695 42.32390046628909, -71.09241166384024 42.32390161950852, -71.09241169557458 42.32390277390206, -71.09241166950581 42.323903937135135, -71.09241157937188 42.32390508934025, -71.0924114295919 42.32390624256324, -71.09241124116896 42.32390738774615, -71.09241099407201 42.323908529998846, -71.09241069436864 42.32390966424979, -71.09241033704716 42.32391079697925, -71.09240992906344 42.323911913810825, -71.09240945690355 42.323913018472446, -71.09240894982777 42.323914105974865, -71.09240838194522 42.32391519097853, -71.09240776690093 42.3239162493837, -71.09240710006834 42.32391730137068, -71.09240639668809 42.3239183323289, -71.09240563397005 42.32391933480142, -71.09240482112428 42.32392033024691, -71.0924039577073 42.32392129565717, -71.09240306009227 42.32392224268135, -71.09240211328974 42.32392316529517, -71.09240112698194 42.323924066782006, -71.09240009588346 42.323924940976234, -71.09239902644246 42.32392577885619, -71.0923979207845 42.32392659948448, -71.09239676674065 42.323927381479784, -71.09239558701111 42.323928146260755, -71.09239522819 42.32392835415508, -71.092278440314 42.32400080892479, -71.09206659538387 42.32381452458503, -71.09227463043048 42.323689592122705)))",2362,11,198,1100198000,11-02-015,0,73981,1100198000,,CITY OF BOSTON BY FCL,93,HAWTHORNE,ST,,02119,93 HAWTHORNE ST,E,902,5849,36 HAWTHORNE ST,ROXBURY MA,02119,N,0,0,98900,98900,0,0,0,0
"MULTIPOLYGON (((-71.06897383809843 42.327081024676474, -71.06897019758104 42.32707524848555, -71.06897400424144 42.32708102529946, -71.06911052470168 42.327278531008034, -71.06905598783052 42.32729822964318, -71.06897383809843 42.327081024676474)))",2620,8,494,0800494000,08-06-075,0,63828,0800494000,,CITY OF BOSTON,,MAGAZINE,ST,,02119,MAGAZINE ST,E,902,591,MAGAZINE ST,ROXBURY MA,02119,N,0,0,1600,1600,0,0,0,0
"MULTIPOLYGON (((-71.07007240532951 42.3179673093276, -71.07004934423651 42.31801772458254, -71.06980570464145 42.317958025890675, -71.06982886315228 42.31790623732271, -71.07007240532951 42.3179673093276)))",2652,13,1050,1301050000,13-02-040,0,82907,1301050000,,CITY OF BOSTON BY FCL,28,MAGNOLIA,ST,,02125,28 MAGNOLIA ST,E,902,1380,28 MAGNOLIA ST,DORCHESTER MA,02125,N,0,0,7000,7000,0,0,0,0
"MULTIPOLYGON (((-71.10613666544077 42.27280503241224, -71.1063206248603 42.27260374068943, -71.10649562529194 42.27270701491677, -71.10631125010259 42.27289233674267, -71.10613666544077 42.27280503241224)))",2655,18,2599,1802599000,18-21-030,0,111052,1802599000,,CITY OF BOSTON,,KENNEBEC,ST,,02126,KENNEBEC ST,E,902,5227,KENNEBEC,MATTAPAN MA,02126,N,0,0,77900,77900,0,0,0,0
"MULTIPOLYGON (((-71.08201801724863 42.31602425375312, -71.08209189365493 42.31589779480783, -71.08234406386028 42.31597720567553, -71.0822729726193 42.31609648901562, -71.08226066123065 42.316093127095534, -71.08201801724863 42.31602425375312)))",2664,12,2833,1202833000,12-06-020,0,81221,1202833000,,CITY OF BOSTON BY FCL,7 9,QUINCY,ST,,02121,7 9 QUINCY ST,E,902,3100,7 QUINCY,DORCHESTER MA,02121,N,0,0,14700,14700,0,0,0,0
