MainID,St_name,Dist,DistName,StartTime,EndTime,Side,from,to,miles,oneway,week1,week2,week3,week4,week5,sunday,monday,tuesday,wednesday,thursday,friday,saturday,everyday,yearround
1,Ackley Pl,2,Jamaica Plain,08:00,12:00,Even,Washington St,Dead End,0.0455,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
2,Arcadia Park,3,North Dorchester,08:00,12:00,Even,Draper St,Ditson St,0.0835,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
3,Ashcroft St,2,Jamaica Plain,08:00,12:00,Odd,Perkins St,Moraine St,0.1015,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
4,Boylston St,1B,Back Bay,00:01,07:00,,Tremont St,Charles St,0.1519,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,Chestnut St,1H,Beacon Hill,08:00,12:00,Even,Walnut St,Charles St,0.2008,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
6,Blackwood St,1B,Back Bay,08:00,12:00,Even,St Botolph St,Dead End,0.0517,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
7,Bucknam St,10M,Mission Hill,12:00,16:00,Odd,Lawn St,Fisher Ave,0.0803,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
8,Acadia St,5,South Boston,09:00,13:00,Even,East First St,East Second St,0.0568,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
9,Acadia St,5,South Boston,09:00,13:00,Odd,East First St,East Second St,0.0568,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
10,Allston St,7,South Dorchester,12:00,16:00,Odd,Centre St,Melville Ave,0.1955,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
12,Abbotsford St,10R,Roxbury,08:00,12:00,Odd,Walnut Ave,Harold St,0.1210,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
13,Brooks St,9,East Boston,12:00,16:00,Even,Cheslea St,Princeton St,0.2093,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
15,Bullard St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Bowdoin Ave,0.1991,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
16,Centre St,7,South Dorchester,08:00,12:00,Even,Talbot Ave,Dorchester Ave,0.5405,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
17,Appleton St,1S,South End,12:00,16:00,Odd,Tremont St,West Canton St,0.3938,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
18,Boylston St,2,Jamaica Plain,08:00,12:00,Odd,Lamartine St,Washington St,0.3515,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
19,Ames St,7,South Dorchester,08:00,12:00,Odd,Westview St,Dead End,0.3042,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
20,Caryll St,7,South Dorchester,12:00,16:00,Odd,Morton St,Maryknoll St,0.1705,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
22,Braemore Rd,4,Allston/Brighton,12:00,16:00,Odd,Commonwealth Ave,Chiswick Rd,0.0943,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
23,Chatham St,1F,Downtown,00:01,07:00,,Merchants Row,Commercial St,0.1047,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24,Bismarck St,2,Jamaica Plain,08:00,12:00,Even,Boylston St,Porter St,0.0379,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
25,Chestnut Ave,2,Jamaica Plain,12:00,16:00,Even,Centre St,Mozart St,0.2350,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
26,Central St,1F,Downtown,00:01,07:00,,India St,Dead End,0.0795,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,Bradeen St,2,Jamaica Plain,12:00,16:00,Odd,Washington St,Dead End,0.1848,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
28,Amory St,10R,Roxbury,08:00,12:00,Even,Dimock St,School St,0.1930,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
29,Chiswick Rd,4,Allston/Brighton,08:00,12:00,Even,Chestnut Hill Ave,Dead End,0.1438,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
30,Bunker Hill St,1C,Charlestown,08:00,12:00,Even,Moulton St,Medford St,0.9085,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False
31,Bluefield Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.1117,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
32,Ceylon St,3,North Dorchester,12:00,16:00,Even,Quincy St,Columbia Rd,0.1769,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
33,Chestnut St,1H,Beacon Hill,08:00,12:00,Even,Charles St,David G Mugar Way,0.1627,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
34,Bennett St,4,Allston/Brighton,12:00,16:00,Odd,Market St,South Hobbart St,0.3021,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
35,Brunswick St,3,North Dorchester,12:00,16:00,Odd,Blue Hill Ave,Normandy St,0.1273,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
36,Bremen St,9,East Boston,12:00,16:00,Even,Sumner St,Porter St,0.3470,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
37,Charles St,3,North Dorchester,08:00,12:00,Even,Dorchester Ave,Geneva Ave,0.2737,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
38,Charles St,3,North Dorchester,08:00,12:00,Odd,Dorchester Ave,Geneva Ave,0.2737,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
39,Abbotsford St,10R,Roxbury,08:00,12:00,Even,Walnut Ave,Harold St,0.1210,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
40,Anderson St,1H,Beacon Hill,08:00,12:00,Odd,Cambridge St,Myrtle St,0.1252,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
41,Clearwater Dr,7,South Dorchester,12:00,16:00,Odd,Morton St,Maryknoll St,0.2354,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
42,Bluefield Ter,7,South Dorchester,12:00,16:00,Odd,Gladeside Ave,Ridgeview Ave,0.1117,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
43,Beaver St,1H,Beacon Hill,08:00,12:00,Odd,Beacon St,Beaver Pl,0.0373,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
44,Arlington Ave,1C,Charlestown,08:00,12:00,Even,Alford St,Somerville Town Line,0.1898,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
45,Bedford St,1T,Chinatown,00:01,07:00,,Chauncy St,Summer St,0.1432,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
46,Charlame St,10R,Roxbury,12:00,16:00,Odd,Laurel St,Dead End,0.1182,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
47,Belvidere St,1B,Back Bay,12:00,16:00,Odd,Massachusetts Ave,Dalton St,0.1525,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True
48,Bennett St,4,Allston/Brighton,08:00,12:00,Odd,Market St,Oakland St,0.4112,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
49,Charles St,M,Multiple,02:00,07:00,Odd,Boylston St,Nashua St,1.0884,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True
50,Calumet St,10M,Mission Hill,12:00,16:00,Odd,Tremont St,Parker Hill Ave,0.5669,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
51,Atlantic Ave,1F,Downtown,00:01,07:00,,State St,Milk St,0.0604,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
52,Boylston St,1B,Back Bay,00:01,07:00,Odd,Arlington St,Hereford St,0.7949,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
53,Chelsea St,9,East Boston,08:00,12:00,Odd,Porter St,Prescott St,0.4913,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
54,Aspinwall Rd,7,South Dorchester,12:00,16:00,Odd,Washington St,Talbot Ave,0.1837,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
55,Carson St,3,North Dorchester,08:00,12:00,Even,Crescent Ave,Sydney St,0.1138,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
56,Blakeville St,3,North Dorchester,12:00,16:00,Odd,Bowdoin St,Olney St,0.1235,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
57,Cambria St,1B,Back Bay,00:01,07:00,,Boylston St,Dead End,0.1025,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
58,A St,5,South Boston,09:00,13:00,Even,Melcher St,Congress St,0.1030,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
59,Chelsea St,9,East Boston,12:00,16:00,Even,Maverick St,Porter St,0.2506,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
60,Alaska St,10R,Roxbury,08:00,12:00,Odd,Perrin St,Blue Hill Ave,0.1119,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
61,Blue Hill Ave,10R,Roxbury,00:01,07:00,,Dudley St,Blue Hill Ave,1.1797,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
62,Adams St,1C,Charlestown,08:00,12:00,Odd,Winthrop St,Lowney Way,0.1222,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
63,Charlesgate East,99,DCR,12:00,15:00,,Dead End,Back St,0.0203,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
64,Calumet St,10M,Mission Hill,12:00,16:00,Even,Tremont St,Parker Hill Ave,0.5669,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
65,Arborcrest Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.0922,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
66,Castle Rock St,3,North Dorchester,12:00,16:00,Even,Grampian Way,Caspian Way,0.0741,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
67,Armstrong St,2,Jamaica Plain,12:00,16:00,Odd,Chestnut Ave,Mozart St,0.1049,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
68,Chaucer St,9,East Boston,12:00,16:00,Odd,Curtis St,Moore St,0.1127,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
69,Bloomfield St,3,North Dorchester,12:00,16:00,Even,Geneva Ave,Greenbrier St,0.3032,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
70,Carlos St,7,South Dorchester,08:00,12:00,Even,Woodrow Ave,Callender St,0.0653,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
71,Adams St,7,South Dorchester,08:00,12:00,Odd,Dorchester Ave,Park St,0.1739,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
72,Brighton St,1C,Charlestown,08:00,12:00,Odd,Dead End,Caldwell St,0.0377,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
73,Columbus Ave,M,Multiple,05:00,07:00,Odd,Tremont St,Boylston St,0.1903,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
74,Berkeley St,1B,Back Bay,12:00,16:00,Even,Tremont St,Columbus Ave,0.2595,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
75,Chilcott Pl,2,Jamaica Plain,12:00,16:00,Odd,Washington St,Dead End,0.0953,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
76,Caspian Way,3,North Dorchester,12:00,16:00,Odd,Castle Rock St,Dead End,0.0595,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
77,Adams St,3,North Dorchester,08:00,12:00,Odd,Bowdoin St,Leedsville St,0.3045,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
78,Ashmont St,7,South Dorchester,08:00,12:00,Even,Dorchester Ave,Adams St,0.4924,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
79,Alpha Rd,7,South Dorchester,08:00,12:00,Odd,Waldeck St,Park St,0.1830,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
80,Cambridge St,1F,Downtown,00:01,07:00,Odd Side Median,Tremont St,Charles St,0.6089,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
81,Circuit St,10R,Roxbury,12:00,16:00,Odd,Walnut Ave,Washington St,0.3496,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
82,Brook Marshall Rd,10R,Roxbury,08:00,12:00,Odd,Raynor Cir,Sojourner Truth Ct,0.0938,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
83,Cherokee St,10M,Mission Hill,12:00,16:00,Even,Hillside St,Pontiac St,0.1241,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
84,Brainerd Rd,4,Allston/Brighton,08:00,12:00,Odd,Gorham St,Kelton St,0.2216,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
85,Boylston St,2,Jamaica Plain,08:00,12:00,Odd,Centre St,Lamartine St,0.3947,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
86,Carter St,1C,Charlestown,08:00,12:00,Odd,Cambridge St,Roland St,0.0403,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
87,Bradeen St,2,Jamaica Plain,12:00,16:00,Even,Washington St,Dead End,0.1848,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
88,Belmont St,1C,Charlestown,08:00,12:00,Even,Bunker Hill St,Medford St,0.1218,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
89,Aspen St,10R,Roxbury,08:00,12:00,Odd,Montrose St,Copeland St,0.0688,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
90,Chappie St,1C,Charlestown,08:00,12:00,Odd,Bunker Hill St,Medford St,0.1059,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
91,Causeway St,1W,West End,00:01,07:00,,Merrimac St,North Washington St,0.3284,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
92,Chiswick Rd,4,Allston/Brighton,12:00,16:00,Odd,Chestnut Hill Ave,Dead End,0.1438,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
93,Charles Street South,1B,Back Bay,00:01,07:00,Even,Tremont St,Boylston St,0.2659,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
94,Bexley Rd,2,Jamaica Plain,08:00,12:00,Even,Washington St,Florence St,0.1581,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
95,Clarendon St,1B,Back Bay,06:00,08:00,Even,Commonwealth Ave,Beacon St,0.1432,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
96,Bruce St,7,South Dorchester,08:00,12:00,Odd,Ashmont St,Wrentham St,0.1000,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
97,Briarcliff Ter,7,South Dorchester,12:00,16:00,Even,Gladeside Ave,Ridgeview Ave,0.0934,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
98,Brainerd Rd,4,Allston/Brighton,12:00,16:00,Odd,Harvard Ave,Harvard Ave,0.0000,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
99,Ardee St,9,East Boston,08:00,12:00,Odd,Everett St,Maverick St,0.0472,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
100,Cameron St,3,North Dorchester,08:00,12:00,Odd,Hancock St,Dead End,0.1047,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
101,Chiswick Rd,4,Allston/Brighton,12:00,16:00,Even,Englewood Ave,Chestnut Hill Ave,0.4402,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
102,Bond St,1S,South End,08:00,12:00,Even,Milford St,Hanson St,0.0417,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
104,Blue Hill Ave,7,South Dorchester,00:00,07:00,Median,Morton St,River St,1.1542,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True
105,Clementine Park,7,South Dorchester,08:00,12:00,Odd,Centre St,Dayton St,0.0845,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
106,Cedar St,7,South Dorchester,12:00,16:00,Odd,River St,Temple St,0.1947,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
107,Durham St,1B,Back Bay,08:00,12:00,Odd,St Botolph St,Dead End,0.0502,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
108,Bunker Hill St,1C,Charlestown,08:00,12:00,Odd,Lowney Way,Medford St,0.9775,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False
109,Bowdoin Ave,3,North Dorchester,12:00,16:00,Odd,Eldon St,Nottingham St,0.3093,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
110,Circuit St,10R,Roxbury,12:00,16:00,Even,Walnut Ave,Washington St,0.3496,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
111,Brookledge St,10R,Roxbury,08:00,12:00,Even,Humboldt Ave,Elm Hill Ave,0.2225,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
112,Bolton St,5,South Boston,09:00,13:00,Both,D St,Dorchester St,0.3598,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
113,Chester St,4,Allston/Brighton,08:00,12:00,Odd,Brighton Av,Ashford St,0.1413,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
114,Bird St,3,North Dorchester,12:00,16:00,Odd,Columbia Rd,Dead End,0.2212,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
115,Atkinson St,3,North Dorchester,00:01,07:00,,Southampton St,Topeka St,0.2271,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
116,Bynner St,2,Jamaica Plain,12:00,16:00,Even,Creighton St,South Huntington Ave,0.2144,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
117,Brainerd Rd,4,Allston/Brighton,12:00,16:00,Even,Harvard Ave,Gorham St,0.1307,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
118,Chase St,3,North Dorchester,12:00,16:00,Odd,Willis St,East Cottage St,0.0634,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
119,Blakeville St,3,North Dorchester,12:00,16:00,Even,Bowdoin St,Olney St,0.1235,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
120,Caddy Rd,7,South Dorchester,12:00,16:00,Even,Sanford St,Monson St,0.0794,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
121,Bentham Rd,3,North Dorchester,08:00,12:00,Odd,Draper St,Mount Ida Rd,0.0561,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
122,Bennett St,4,Allston/Brighton,08:00,12:00,Even,Market St,Oakland St,0.4112,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
123,Ashton St,7,South Dorchester,08:00,12:00,Even,Callender St,Woodrow Ave,0.2080,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
124,Clifford St,10R,Roxbury,08:00,12:00,Even,Warren St,Blue Hill Ave,0.2313,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
125,Boston St,5,South Boston,09:00,13:00,Odd,Dorchester Ave,Songin Father Anthony Way,0.1057,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
126,Brent St,7,South Dorchester,08:00,12:00,Even,Washington St,Melbourne St,0.2981,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
127,Brackett St,4,Allston/Brighton,08:00,12:00,Even,Washington St,Faneuil St,0.1229,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
128,Clarkson St,3,North Dorchester,08:00,12:00,Even,Hendry St,Quincy St,0.0602,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
129,Auburn St,1C,Charlestown,12:00,16:00,Odd,Main St,Bunker Hill St,0.1320,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
130,Bennett St,4,Allston/Brighton,12:00,16:00,Even,Market St,South Hobbart St,0.3021,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
131,Clarkwood St,7,South Dorchester,12:00,16:00,Even,Blue Hill Ave,Norfolk St,0.1975,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
132,Auckland St,3,North Dorchester,08:00,12:00,Even,Savin Hill Ave,Dead End,0.2811,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
133,Albion Pl,1C,Charlestown,12:00,16:00,Even,Main St,Auburn Sq,0.0725,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
134,Auckland St,3,North Dorchester,08:00,12:00,Odd,Savin Hill Ave,Dead End,0.2811,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
135,Auckland St,3,North Dorchester,08:00,12:00,Even,Belfort St,Savin Hill Ave,0.1634,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
136,Auckland St,3,North Dorchester,08:00,12:00,Odd,Belfort St,Savin Hill Ave,0.1634,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
137,Ames St,7,South Dorchester,08:00,12:00,Even,Westview St,Dead End,0.3042,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
138,Almont St,7,South Dorchester,08:00,12:00,Odd,Blue Hill Ave,Walk Hill St,0.5839,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
139,Bennington St,9,East Boston,12:00,16:00,Even,Neptune Rd,Saratoga St,1.0610,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
140,Belmore Ter,2,Jamaica Plain,08:00,12:00,Even,Boylston St,Oakview Ter,0.0589,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
141,Austin St,1C,Charlestown,12:00,16:00,Even,Main St,Rutherford Ave,0.1258,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
142,Austin St,1C,Charlestown,12:00,16:00,Odd,Main St,Rutherford Ave,0.1258,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
143,Brooks St,9,East Boston,12:00,16:00,Odd,Chelsea St,Princeton St,0.2093,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
144,Bucknam St,10M,Mission Hill,12:00,16:00,Even,Lawn St,Fisher Ave,0.0803,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
145,Chesterton St,10R,Roxbury,12:00,16:00,Odd,Massachusetts Ave,Allerton St,0.1087,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
146,Bowdoin St,1H,Beacon Hill,00:01,07:00,Odd,Derne St,Beacon St,0.1057,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True
147,Arcola St,2,Jamaica Plain,12:00,16:00,Even,Day St,Dead End,0.0608,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
148,Cleveland St,10R,Roxbury,08:00,12:00,Even,Winthrop St,Moreland St,0.0676,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
149,Chaucer St,9,East Boston,12:00,16:00,Even,Curtis St,Moore St,0.1127,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
150,Charter St,1N,North End,08:00,12:00,Odd,Hanover St,Commercial St,0.2591,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
151,Bentham Rd,3,North Dorchester,08:00,12:00,Even,Draper St,Mount Ida Rd,0.0561,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
152,Border St,9,East Boston,08:00,12:00,Even,Central Sq,Dead End,0.5587,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
153,Blossom Ct,1W,West End,02:00,07:00,,Blossom St,Emerson Pl,0.0511,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
154,Callender St,7,South Dorchester,08:00,12:00,Odd,Tucker St,Don St,0.3741,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
155,Arbutus St,7,South Dorchester,08:00,12:00,Even,Blue Hill Ave,Irma St,0.1438,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
156,Adams St,3,North Dorchester,08:00,12:00,Even,Bowdoin St,Leedsville St,0.3045,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False
157,Castleton St,2,Jamaica Plain,12:00,16:00,Odd,South Huntington Ave,Jamaicaway,0.1496,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
158,Annapolis St,3,North Dorchester,12:00,16:00,Even,Sumner St,Bakersfield St,0.0650,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
159,Anson St,2,Jamaica Plain,08:00,12:00,Even,South St,Dead End,0.0564,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
160,Cedar St,1C,Charlestown,12:00,16:00,Even,High St,Bartlett St,0.0852,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
161,Adams St,10R,Roxbury,08:00,12:00,Odd,Eustis St,Forest St,0.1097,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
162,Claremont Park,1S,South End,08:00,12:00,Odd,Columbus Ave,Claremont St,0.0970,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
163,Cambridge St,1C,Charlestown,05:00,07:00,Odd,Alford St,Crescent St,0.4205,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False
164,Chestnut Hill Ave,4,Allston/Brighton,12:00,16:00,Even,Commonwealth Ave,Brookline Town Line,0.2331,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
165,Almont St,7,South Dorchester,08:00,12:00,Even,Blue Hill Ave,Walk Hill St,0.5839,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
166,Adams St,10R,Roxbury,08:00,12:00,Even,Eustis St,Forest St,0.1097,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
167,Anderson St,1H,Beacon Hill,08:00,12:00,Even,Cambridge St,Myrtle St,0.1252,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
168,Clarkson St,3,North Dorchester,12:00,16:00,Even,Quincy St,Barry St,0.2691,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
170,Brewer St,2,Jamaica Plain,12:00,16:00,Even,Burroughs St,Eliot St,0.1146,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
172,Bromfield St,1F,Downtown,00:01,07:00,,Washington St,Tremont St,0.1093,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
173,City Sq,1C,Charlestown,00:01,07:00,,New Rutherford Ave,Chelsea St,0.1123,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
174,Canal St,1W,West End,00:01,07:00,,Market St,Causeway St,0.1697,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
175,Chipman St,7,South Dorchester,08:00,12:00,Odd,Norfolk St,Torrey St,0.1223,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
176,Beethoven St,2,Jamaica Plain,08:00,12:00,Odd,Washington St,Arcadia St,0.1047,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
177,Clarkwood St,7,South Dorchester,12:00,16:00,Odd,Blue Hill Ave,Norfolk St,0.1975,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
178,Bowdoin St,1H,Beacon Hill,00:01,07:00,Even,Cambridge St,Derne St,0.1186,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True
179,Avenue De Lafayette,1T,Chinatown,00:01,07:00,Ext,Kingston St,Harrison Avenue Ext,0.1170,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
180,Annapolis St,3,North Dorchester,12:00,16:00,Odd,Sumner St,Bakersfield St,0.0650,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
181,Chestnut Ave,2,Jamaica Plain,12:00,16:00,Odd,Centre St,Mozart St,0.2350,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
182,Archdale Rd,2,Jamaica Plain,12:00,16:00,Even,Washington St,Dead End,0.1456,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
183,Arcadia Park,3,North Dorchester,08:00,12:00,Odd,Draper St,Ditson St,0.0835,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
184,Appleton St,1S,South End,12:00,16:00,Even,Tremont St,West Canton St,0.3938,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
185,Ackley Pl,2,Jamaica Plain,08:00,12:00,Odd,Washington St,Dead End,0.0455,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
